case_id,topic,scenario,court_level,text,decision,is_synthetic
SYN_LAB_0237,labour_rights,apprentice_exploitation,Supreme Court,Synthetic Case: Trainees engaged under apprentice designations were deployed on core production machinery for over 3 years without formal training or stipend adjustment. Supreme Court recognized them as regular workmen entitled to statutory wage scales. Ruling: Partial.,Partial,True
SYN_LAB_0238,labour_rights,occupational_health_safety_violation,District Court,"Synthetic Case: Quarry miners exposed to toxic dust petitioned regarding lack of personal protective equipment and regular health check-ups mandated under mines safety regulations. District Court ordered immediate safety compliance, medical monitoring, and compensation for affected workers. Ruling: Accepted.",Accepted,True
SYN_LAB_0239,labour_rights,wrongful_termination,High Court,"Synthetic Case: A stone quarry miner with continuous service for over 240 days in a calendar year was orally discharged without written notice, prior inquiry, or retrenchment compensation mandated under Section 25F of the Industrial Disputes Act. Management alleged performance issues without holding a domestic inquiry. High Court examined muster rolls and pay slips, holding the termination illegal and directing statutory relief. Ruling: Rejected.",Rejected,True
SYN_LAB_0240,labour_rights,unpaid_wages,Supreme Court,Synthetic Case: Group of rural workers deployed at a processing facility petitioned for 5 months of accrued unpaid wages. The employer claimed financial distress and crop yield loss justified delayed disbursements. Supreme Court affirmed that statutory minimum wage obligations under the Payment of Wages framework cannot be deferred or contingent on commercial profitability. Ruling: Partial.,Partial,True
SYN_LAB_0241,labour_rights,casual_labor_regularization,District Court,Synthetic Case: Daily-wage workers engaged continuously for over 8 years against sanctioned public works vacancies sought absorption into regular cadre. State authorities argued the initial recruitment lacked formal selection process. District Court evaluated unbroken service records and directed consideration for regularization under applicable public employment policies. Ruling: Accepted.,Accepted,True
SYN_LAB_0242,labour_rights,workplace_injury_compensation,High Court,"Synthetic Case: A brick kiln loader suffered severe partial disability due to an unshielded machine unit at a rural plant. Management offered minor ex-gratia assistance while denying statutory liability under the Employee's Compensation Act. High Court evaluated medical disability certificates and loss of earning capacity, ordering full statutory compensation. Ruling: Rejected.",Rejected,True
SYN_LAB_0243,labour_rights,pf_gratuity_denial,Supreme Court,Synthetic Case: Retired seasonal employee denied terminal gratuity benefits on grounds that seasonal employment interrupted continuous service requirements. Supreme Court held that seasonal engagements meeting statutory minimum operational days satisfy the threshold under the Payment of Gratuity Act. Ruling: Partial.,Partial,True
SYN_LAB_0244,labour_rights,maternity_benefit_denial,District Court,Synthetic Case: Contractual female rice mill operator was denied 26 weeks paid maternity leave and subsequently terminated upon applying for leave. Employer relied on private contract terms excluding statutory maternity benefits. District Court ruled that statutory entitlements under the Maternity Benefit Act override private contractual restrictions. Ruling: Accepted.,Accepted,True
SYN_LAB_0245,labour_rights,minimum_wage_violation,High Court,"Synthetic Case: Agricultural laborers demonstrated that cash wages paid by a commercial farm were lower than state-notified minimum wage rates, with unnotified deductions made for basic shelter. High Court prohibited unnotified wage deductions and directed back-pay calculation based on official minimum wage notifications. Ruling: Rejected.",Rejected,True
SYN_LAB_0246,labour_rights,contract_vs_permanent_dispute,Supreme Court,"Synthetic Case: Assembly line workers engaged via an intermediary labor contractor performed core operational tasks alongside permanent workers for half pay. Supreme Court found the contract labor arrangement to be a sham mechanism designed to evade equal pay mandates, directing parity in remuneration. Ruling: Partial.",Partial,True
SYN_LAB_0247,labour_rights,migrant_bonded_labor_exploitation,District Court,"Synthetic Case: Inter-state migrant laborers detained at a brick kiln due to alleged advance debt obligations filed for relief under the Bonded Labour System (Abolition) Act. District Court directed immediate release, cancellation of alleged debts, and state rehabilitation assistance. Ruling: Accepted.",Accepted,True
SYN_LAB_0248,labour_rights,overtime_wage_denial,High Court,Synthetic Case: Factory workers required to work 12-hour daily shifts without overtime payment petitioned under factories welfare rules. High Court verified shift logbooks and ordered payment of double-rate statutory overtime wages. Ruling: Rejected.,Rejected,True
SYN_LAB_0249,labour_rights,illegal_lockout_closure,Supreme Court,Synthetic Case: Industrial unit management instituted sudden site closure without serving 60 days prior statutory notice to the labor commissioner. Supreme Court declared the lockout illegal and awarded full wage continuity during the closure period. Ruling: Partial.,Partial,True
SYN_LAB_0250,labour_rights,trade_union_victimization,District Court,Synthetic Case: Union office-bearers were target-transferred to remote sites immediately following the submission of a collective bargaining charter. District Court held the transfers to be unfair labor practice intended to suppress union activities and issued stay orders. Ruling: Accepted.,Accepted,True
SYN_CRI_0001,crime,assault_hurt,District Court,Synthetic Case: Altercation between agricultural neighbors over irrigation water flow led to voluntary causing of hurt with blunt implements. Defense argued private defense without supporting physical evidence. District Court relied on medical injury certificates and neutral eyewitness statements to assess criminal liability for hurt. Ruling: Accepted.,Accepted,True
SYN_CRI_0002,crime,criminal_intimidation,High Court,Synthetic Case: Complainant reported repeated verbal threats of bodily harm and destruction of standing crops made by a paternal uncle during loan recovery demands. Neutral witness testimony corroborated the threats. High Court analyzed whether the acts constituted criminal intimidation intended to cause alarm. Ruling: Rejected.,Rejected,True
SYN_CRI_0003,crime,theft,Supreme Court,Synthetic Case: Allegation of theft involving agricultural water pump machinery from a field shed. Stolen equipment was subsequently recovered from the accused's premises based on serial identification marks. Supreme Court examined possession of stolen property and chain of custody evidence. Ruling: Partial.,Partial,True
SYN_CRI_0004,crime,cheating_fraud,District Court,Synthetic Case: Accused collected advance cash deposits from rural youth promising guaranteed government job placements using forged sanction letters. District Court reviewed financial transaction evidence and established dishonest inducement from inception under cheating provisions. Ruling: Accepted.,Accepted,True
SYN_CRI_0005,crime,criminal_trespass,High Court,"Synthetic Case: Accused forcibly entered fenced private farm property post-sunset following a boundary altercation, attempting to alter land boundary markers. High Court verified unauthorized physical entry with intent to commit an offense or intimidate the lawful possessor. Ruling: Rejected.",Rejected,True
SYN_CRI_0006,crime,public_nuisance,Supreme Court,"Synthetic Case: Residents petitioned against an unauthorized stone crushing unit operating near residential dwellings, citing excessive dust and noise pollution beyond permissible health limits. Supreme Court ordered compliance with environmental standards and public nuisance restrictions. Ruling: Partial.",Partial,True
SYN_CRI_0007,crime,extortion_demands,District Court,Synthetic Case: Local shopkeeper filed complaint alleging monthly unlawful monetary demands under threat of business disruption by a village group. District Court evaluated digital call recordings and witness testimony to affirm extortion charges. Ruling: Accepted.,Accepted,True
SYN_CRI_0008,crime,mischief_property_damage,High Court,"Synthetic Case: Accused intentionally breached an embankment wall during heavy rains, causing flooding and damage to complainant's standing standing crops. High Court assessed physical inspection reports establishing intentional property damage under mischief provisions. Ruling: Rejected.",Rejected,True
SYN_CRI_0009,crime,forgery_falsification_documents,Supreme Court,Synthetic Case: Forged signature discovered on a rural land sale deed submitted for revenue registration. Forensic handwriting analysis confirmed falsification. Supreme Court held deed void and initiated criminal proceedings for document forgery. Ruling: Partial.,Partial,True
SYN_CRI_0010,crime,unlawful_assembly_rioting,District Court,Synthetic Case: Group altercation during village fair led to public property damage and minor injuries. Prosecution established common object of unlawful assembly. District Court evaluated individual roles and witness identification. Ruling: Accepted.,Accepted,True
SYN_CRI_0011,crime,receiving_stolen_property,High Court,Synthetic Case: Seizure of stolen solar panel equipment from a trader's shop. Trader claimed bona fide purchase without knowledge of theft. High Court evaluated purchase price disparity and lack of valid bills to establish constructive knowledge under stolen property receiving laws. Ruling: Rejected.,Rejected,True
SYN_CRI_0012,crime,assault_hurt,Supreme Court,Synthetic Case: Altercation between agricultural neighbors over irrigation water flow led to voluntary causing of hurt with blunt implements. Defense argued private defense without supporting physical evidence. Supreme Court relied on medical injury certificates and neutral eyewitness statements to assess criminal liability for hurt. Ruling: Partial.,Partial,True
SYN_CRI_0013,crime,criminal_intimidation,District Court,Synthetic Case: Complainant reported repeated verbal threats of bodily harm and destruction of standing crops made by a former business partner during loan recovery demands. Neutral witness testimony corroborated the threats. District Court analyzed whether the acts constituted criminal intimidation intended to cause alarm. Ruling: Accepted.,Accepted,True
SYN_CRI_0014,crime,theft,High Court,Synthetic Case: Allegation of theft involving agricultural water pump machinery from a field shed. Stolen equipment was subsequently recovered from the accused's premises based on serial identification marks. High Court examined possession of stolen property and chain of custody evidence. Ruling: Rejected.,Rejected,True
SYN_CRI_0015,crime,cheating_fraud,Supreme Court,Synthetic Case: Accused collected advance cash deposits from rural youth promising guaranteed government job placements using forged sanction letters. Supreme Court reviewed financial transaction evidence and established dishonest inducement from inception under cheating provisions. Ruling: Partial.,Partial,True
SYN_CRI_0016,crime,criminal_trespass,District Court,"Synthetic Case: Accused forcibly entered fenced private farm property post-sunset following a boundary altercation, attempting to alter land boundary markers. District Court verified unauthorized physical entry with intent to commit an offense or intimidate the lawful possessor. Ruling: Accepted.",Accepted,True
SYN_CRI_0017,crime,public_nuisance,High Court,"Synthetic Case: Residents petitioned against an unauthorized stone crushing unit operating near residential dwellings, citing excessive dust and noise pollution beyond permissible health limits. High Court ordered compliance with environmental standards and public nuisance restrictions. Ruling: Rejected.",Rejected,True
SYN_CRI_0018,crime,extortion_demands,Supreme Court,Synthetic Case: Local shopkeeper filed complaint alleging monthly unlawful monetary demands under threat of business disruption by a village group. Supreme Court evaluated digital call recordings and witness testimony to affirm extortion charges. Ruling: Partial.,Partial,True
SYN_CRI_0019,crime,mischief_property_damage,District Court,"Synthetic Case: Accused intentionally breached an embankment wall during heavy rains, causing flooding and damage to complainant's standing standing crops. District Court assessed physical inspection reports establishing intentional property damage under mischief provisions. Ruling: Accepted.",Accepted,True
SYN_CRI_0020,crime,forgery_falsification_documents,High Court,Synthetic Case: Forged signature discovered on a rural land sale deed submitted for revenue registration. Forensic handwriting analysis confirmed falsification. High Court held deed void and initiated criminal proceedings for document forgery. Ruling: Rejected.,Rejected,True
SYN_CRI_0021,crime,unlawful_assembly_rioting,Supreme Court,Synthetic Case: Group altercation during village fair led to public property damage and minor injuries. Prosecution established common object of unlawful assembly. Supreme Court evaluated individual roles and witness identification. Ruling: Partial.,Partial,True
SYN_CRI_0022,crime,receiving_stolen_property,District Court,Synthetic Case: Seizure of stolen solar panel equipment from a trader's shop. Trader claimed bona fide purchase without knowledge of theft. District Court evaluated purchase price disparity and lack of valid bills to establish constructive knowledge under stolen property receiving laws. Ruling: Accepted.,Accepted,True
SYN_CRI_0023,crime,assault_hurt,High Court,Synthetic Case: Altercation between agricultural neighbors over irrigation water flow led to voluntary causing of hurt with blunt implements. Defense argued private defense without supporting physical evidence. High Court relied on medical injury certificates and neutral eyewitness statements to assess criminal liability for hurt. Ruling: Rejected.,Rejected,True
SYN_CRI_0024,crime,criminal_intimidation,Supreme Court,Synthetic Case: Complainant reported repeated verbal threats of bodily harm and destruction of standing crops made by a village contractor during loan recovery demands. Neutral witness testimony corroborated the threats. Supreme Court analyzed whether the acts constituted criminal intimidation intended to cause alarm. Ruling: Partial.,Partial,True
SYN_CRI_0025,crime,theft,District Court,Synthetic Case: Allegation of theft involving agricultural water pump machinery from a field shed. Stolen equipment was subsequently recovered from the accused's premises based on serial identification marks. District Court examined possession of stolen property and chain of custody evidence. Ruling: Accepted.,Accepted,True
SYN_CRI_0026,crime,cheating_fraud,High Court,Synthetic Case: Accused collected advance cash deposits from rural youth promising guaranteed government job placements using forged sanction letters. High Court reviewed financial transaction evidence and established dishonest inducement from inception under cheating provisions. Ruling: Rejected.,Rejected,True
SYN_CRI_0027,crime,criminal_trespass,Supreme Court,"Synthetic Case: Accused forcibly entered fenced private farm property post-sunset following a boundary altercation, attempting to alter land boundary markers. Supreme Court verified unauthorized physical entry with intent to commit an offense or intimidate the lawful possessor. Ruling: Partial.",Partial,True
SYN_CRI_0028,crime,public_nuisance,District Court,"Synthetic Case: Residents petitioned against an unauthorized stone crushing unit operating near residential dwellings, citing excessive dust and noise pollution beyond permissible health limits. District Court ordered compliance with environmental standards and public nuisance restrictions. Ruling: Accepted.",Accepted,True
SYN_CRI_0029,crime,extortion_demands,High Court,Synthetic Case: Local shopkeeper filed complaint alleging monthly unlawful monetary demands under threat of business disruption by a village group. High Court evaluated digital call recordings and witness testimony to affirm extortion charges. Ruling: Rejected.,Rejected,True
SYN_CRI_0030,crime,mischief_property_damage,Supreme Court,"Synthetic Case: Accused intentionally breached an embankment wall during heavy rains, causing flooding and damage to complainant's standing standing crops. Supreme Court assessed physical inspection reports establishing intentional property damage under mischief provisions. Ruling: Partial.",Partial,True
SYN_CRI_0031,crime,forgery_falsification_documents,District Court,Synthetic Case: Forged signature discovered on a rural land sale deed submitted for revenue registration. Forensic handwriting analysis confirmed falsification. District Court held deed void and initiated criminal proceedings for document forgery. Ruling: Accepted.,Accepted,True
SYN_CRI_0032,crime,unlawful_assembly_rioting,High Court,Synthetic Case: Group altercation during village fair led to public property damage and minor injuries. Prosecution established common object of unlawful assembly. High Court evaluated individual roles and witness identification. Ruling: Rejected.,Rejected,True
SYN_CRI_0033,crime,receiving_stolen_property,Supreme Court,Synthetic Case: Seizure of stolen solar panel equipment from a trader's shop. Trader claimed bona fide purchase without knowledge of theft. Supreme Court evaluated purchase price disparity and lack of valid bills to establish constructive knowledge under stolen property receiving laws. Ruling: Partial.,Partial,True
SYN_CRI_0034,crime,assault_hurt,District Court,Synthetic Case: Altercation between agricultural neighbors over irrigation water flow led to voluntary causing of hurt with blunt implements. Defense argued private defense without supporting physical evidence. District Court relied on medical injury certificates and neutral eyewitness statements to assess criminal liability for hurt. Ruling: Accepted.,Accepted,True
SYN_CRI_0035,crime,criminal_intimidation,High Court,Synthetic Case: Complainant reported repeated verbal threats of bodily harm and destruction of standing crops made by a former business partner during loan recovery demands. Neutral witness testimony corroborated the threats. High Court analyzed whether the acts constituted criminal intimidation intended to cause alarm. Ruling: Rejected.,Rejected,True
SYN_CRI_0036,crime,theft,Supreme Court,Synthetic Case: Allegation of theft involving agricultural water pump machinery from a field shed. Stolen equipment was subsequently recovered from the accused's premises based on serial identification marks. Supreme Court examined possession of stolen property and chain of custody evidence. Ruling: Partial.,Partial,True
SYN_CRI_0037,crime,cheating_fraud,District Court,Synthetic Case: Accused collected advance cash deposits from rural youth promising guaranteed government job placements using forged sanction letters. District Court reviewed financial transaction evidence and established dishonest inducement from inception under cheating provisions. Ruling: Accepted.,Accepted,True
SYN_CRI_0038,crime,criminal_trespass,High Court,"Synthetic Case: Accused forcibly entered fenced private farm property post-sunset following a boundary altercation, attempting to alter land boundary markers. High Court verified unauthorized physical entry with intent to commit an offense or intimidate the lawful possessor. Ruling: Rejected.",Rejected,True
SYN_CRI_0039,crime,public_nuisance,Supreme Court,"Synthetic Case: Residents petitioned against an unauthorized stone crushing unit operating near residential dwellings, citing excessive dust and noise pollution beyond permissible health limits. Supreme Court ordered compliance with environmental standards and public nuisance restrictions. Ruling: Partial.",Partial,True
SYN_CRI_0040,crime,extortion_demands,District Court,Synthetic Case: Local shopkeeper filed complaint alleging monthly unlawful monetary demands under threat of business disruption by a village group. District Court evaluated digital call recordings and witness testimony to affirm extortion charges. Ruling: Accepted.,Accepted,True
SYN_CRI_0041,crime,mischief_property_damage,High Court,"Synthetic Case: Accused intentionally breached an embankment wall during heavy rains, causing flooding and damage to complainant's standing standing crops. High Court assessed physical inspection reports establishing intentional property damage under mischief provisions. Ruling: Rejected.",Rejected,True
SYN_CRI_0042,crime,forgery_falsification_documents,Supreme Court,Synthetic Case: Forged signature discovered on a rural land sale deed submitted for revenue registration. Forensic handwriting analysis confirmed falsification. Supreme Court held deed void and initiated criminal proceedings for document forgery. Ruling: Partial.,Partial,True
SYN_CRI_0043,crime,unlawful_assembly_rioting,District Court,Synthetic Case: Group altercation during village fair led to public property damage and minor injuries. Prosecution established common object of unlawful assembly. District Court evaluated individual roles and witness identification. Ruling: Accepted.,Accepted,True
SYN_CRI_0044,crime,receiving_stolen_property,High Court,Synthetic Case: Seizure of stolen solar panel equipment from a trader's shop. Trader claimed bona fide purchase without knowledge of theft. High Court evaluated purchase price disparity and lack of valid bills to establish constructive knowledge under stolen property receiving laws. Ruling: Rejected.,Rejected,True
SYN_CRI_0045,crime,assault_hurt,Supreme Court,Synthetic Case: Altercation between agricultural neighbors over irrigation water flow led to voluntary causing of hurt with blunt implements. Defense argued private defense without supporting physical evidence. Supreme Court relied on medical injury certificates and neutral eyewitness statements to assess criminal liability for hurt. Ruling: Partial.,Partial,True
SYN_CRI_0046,crime,criminal_intimidation,District Court,Synthetic Case: Complainant reported repeated verbal threats of bodily harm and destruction of standing crops made by a paternal uncle during loan recovery demands. Neutral witness testimony corroborated the threats. District Court analyzed whether the acts constituted criminal intimidation intended to cause alarm. Ruling: Accepted.,Accepted,True
SYN_CRI_0047,crime,theft,High Court,Synthetic Case: Allegation of theft involving agricultural water pump machinery from a field shed. Stolen equipment was subsequently recovered from the accused's premises based on serial identification marks. High Court examined possession of stolen property and chain of custody evidence. Ruling: Rejected.,Rejected,True
SYN_CRI_0048,crime,cheating_fraud,Supreme Court,Synthetic Case: Accused collected advance cash deposits from rural youth promising guaranteed government job placements using forged sanction letters. Supreme Court reviewed financial transaction evidence and established dishonest inducement from inception under cheating provisions. Ruling: Partial.,Partial,True
SYN_CRI_0049,crime,criminal_trespass,District Court,"Synthetic Case: Accused forcibly entered fenced private farm property post-sunset following a boundary altercation, attempting to alter land boundary markers. District Court verified unauthorized physical entry with intent to commit an offense or intimidate the lawful possessor. Ruling: Accepted.",Accepted,True
SYN_CRI_0050,crime,public_nuisance,High Court,"Synthetic Case: Residents petitioned against an unauthorized stone crushing unit operating near residential dwellings, citing excessive dust and noise pollution beyond permissible health limits. High Court ordered compliance with environmental standards and public nuisance restrictions. Ruling: Rejected.",Rejected,True
SYN_CRI_0051,crime,extortion_demands,Supreme Court,Synthetic Case: Local shopkeeper filed complaint alleging monthly unlawful monetary demands under threat of business disruption by a village group. Supreme Court evaluated digital call recordings and witness testimony to affirm extortion charges. Ruling: Partial.,Partial,True
SYN_CRI_0052,crime,mischief_property_damage,District Court,"Synthetic Case: Accused intentionally breached an embankment wall during heavy rains, causing flooding and damage to complainant's standing standing crops. District Court assessed physical inspection reports establishing intentional property damage under mischief provisions. Ruling: Accepted.",Accepted,True
SYN_CRI_0053,crime,forgery_falsification_documents,High Court,Synthetic Case: Forged signature discovered on a rural land sale deed submitted for revenue registration. Forensic handwriting analysis confirmed falsification. High Court held deed void and initiated criminal proceedings for document forgery. Ruling: Rejected.,Rejected,True
SYN_CRI_0054,crime,unlawful_assembly_rioting,Supreme Court,Synthetic Case: Group altercation during village fair led to public property damage and minor injuries. Prosecution established common object of unlawful assembly. Supreme Court evaluated individual roles and witness identification. Ruling: Partial.,Partial,True
SYN_CRI_0055,crime,receiving_stolen_property,District Court,Synthetic Case: Seizure of stolen solar panel equipment from a trader's shop. Trader claimed bona fide purchase without knowledge of theft. District Court evaluated purchase price disparity and lack of valid bills to establish constructive knowledge under stolen property receiving laws. Ruling: Accepted.,Accepted,True
SYN_CRI_0056,crime,assault_hurt,High Court,Synthetic Case: Altercation between agricultural neighbors over irrigation water flow led to voluntary causing of hurt with blunt implements. Defense argued private defense without supporting physical evidence. High Court relied on medical injury certificates and neutral eyewitness statements to assess criminal liability for hurt. Ruling: Rejected.,Rejected,True
SYN_CRI_0057,crime,criminal_intimidation,Supreme Court,Synthetic Case: Complainant reported repeated verbal threats of bodily harm and destruction of standing crops made by a former business partner during loan recovery demands. Neutral witness testimony corroborated the threats. Supreme Court analyzed whether the acts constituted criminal intimidation intended to cause alarm. Ruling: Partial.,Partial,True
SYN_CRI_0058,crime,theft,District Court,Synthetic Case: Allegation of theft involving agricultural water pump machinery from a field shed. Stolen equipment was subsequently recovered from the accused's premises based on serial identification marks. District Court examined possession of stolen property and chain of custody evidence. Ruling: Accepted.,Accepted,True
SYN_CRI_0059,crime,cheating_fraud,High Court,Synthetic Case: Accused collected advance cash deposits from rural youth promising guaranteed government job placements using forged sanction letters. High Court reviewed financial transaction evidence and established dishonest inducement from inception under cheating provisions. Ruling: Rejected.,Rejected,True
SYN_CRI_0060,crime,criminal_trespass,Supreme Court,"Synthetic Case: Accused forcibly entered fenced private farm property post-sunset following a boundary altercation, attempting to alter land boundary markers. Supreme Court verified unauthorized physical entry with intent to commit an offense or intimidate the lawful possessor. Ruling: Partial.",Partial,True
SYN_CRI_0061,crime,public_nuisance,District Court,"Synthetic Case: Residents petitioned against an unauthorized stone crushing unit operating near residential dwellings, citing excessive dust and noise pollution beyond permissible health limits. District Court ordered compliance with environmental standards and public nuisance restrictions. Ruling: Accepted.",Accepted,True
SYN_CRI_0062,crime,extortion_demands,High Court,Synthetic Case: Local shopkeeper filed complaint alleging monthly unlawful monetary demands under threat of business disruption by a village group. High Court evaluated digital call recordings and witness testimony to affirm extortion charges. Ruling: Rejected.,Rejected,True
SYN_CRI_0063,crime,mischief_property_damage,Supreme Court,"Synthetic Case: Accused intentionally breached an embankment wall during heavy rains, causing flooding and damage to complainant's standing standing crops. Supreme Court assessed physical inspection reports establishing intentional property damage under mischief provisions. Ruling: Partial.",Partial,True
SYN_CRI_0064,crime,forgery_falsification_documents,District Court,Synthetic Case: Forged signature discovered on a rural land sale deed submitted for revenue registration. Forensic handwriting analysis confirmed falsification. District Court held deed void and initiated criminal proceedings for document forgery. Ruling: Accepted.,Accepted,True
SYN_CRI_0065,crime,unlawful_assembly_rioting,High Court,Synthetic Case: Group altercation during village fair led to public property damage and minor injuries. Prosecution established common object of unlawful assembly. High Court evaluated individual roles and witness identification. Ruling: Rejected.,Rejected,True
SYN_CRI_0066,crime,receiving_stolen_property,Supreme Court,Synthetic Case: Seizure of stolen solar panel equipment from a trader's shop. Trader claimed bona fide purchase without knowledge of theft. Supreme Court evaluated purchase price disparity and lack of valid bills to establish constructive knowledge under stolen property receiving laws. Ruling: Partial.,Partial,True
SYN_CRI_0067,crime,assault_hurt,District Court,Synthetic Case: Altercation between agricultural neighbors over irrigation water flow led to voluntary causing of hurt with blunt implements. Defense argued private defense without supporting physical evidence. District Court relied on medical injury certificates and neutral eyewitness statements to assess criminal liability for hurt. Ruling: Accepted.,Accepted,True
SYN_CRI_0068,crime,criminal_intimidation,High Court,Synthetic Case: Complainant reported repeated verbal threats of bodily harm and destruction of standing crops made by a village contractor during loan recovery demands. Neutral witness testimony corroborated the threats. High Court analyzed whether the acts constituted criminal intimidation intended to cause alarm. Ruling: Rejected.,Rejected,True
SYN_CRI_0069,crime,theft,Supreme Court,Synthetic Case: Allegation of theft involving agricultural water pump machinery from a field shed. Stolen equipment was subsequently recovered from the accused's premises based on serial identification marks. Supreme Court examined possession of stolen property and chain of custody evidence. Ruling: Partial.,Partial,True
SYN_CRI_0070,crime,cheating_fraud,District Court,Synthetic Case: Accused collected advance cash deposits from rural youth promising guaranteed government job placements using forged sanction letters. District Court reviewed financial transaction evidence and established dishonest inducement from inception under cheating provisions. Ruling: Accepted.,Accepted,True
SYN_CRI_0071,crime,criminal_trespass,High Court,"Synthetic Case: Accused forcibly entered fenced private farm property post-sunset following a boundary altercation, attempting to alter land boundary markers. High Court verified unauthorized physical entry with intent to commit an offense or intimidate the lawful possessor. Ruling: Rejected.",Rejected,True
SYN_CRI_0072,crime,public_nuisance,Supreme Court,"Synthetic Case: Residents petitioned against an unauthorized stone crushing unit operating near residential dwellings, citing excessive dust and noise pollution beyond permissible health limits. Supreme Court ordered compliance with environmental standards and public nuisance restrictions. Ruling: Partial.",Partial,True
SYN_CRI_0073,crime,extortion_demands,District Court,Synthetic Case: Local shopkeeper filed complaint alleging monthly unlawful monetary demands under threat of business disruption by a village group. District Court evaluated digital call recordings and witness testimony to affirm extortion charges. Ruling: Accepted.,Accepted,True
SYN_CRI_0074,crime,mischief_property_damage,High Court,"Synthetic Case: Accused intentionally breached an embankment wall during heavy rains, causing flooding and damage to complainant's standing standing crops. High Court assessed physical inspection reports establishing intentional property damage under mischief provisions. Ruling: Rejected.",Rejected,True
SYN_CRI_0075,crime,forgery_falsification_documents,Supreme Court,Synthetic Case: Forged signature discovered on a rural land sale deed submitted for revenue registration. Forensic handwriting analysis confirmed falsification. Supreme Court held deed void and initiated criminal proceedings for document forgery. Ruling: Partial.,Partial,True
SYN_CRI_0076,crime,unlawful_assembly_rioting,District Court,Synthetic Case: Group altercation during village fair led to public property damage and minor injuries. Prosecution established common object of unlawful assembly. District Court evaluated individual roles and witness identification. Ruling: Accepted.,Accepted,True
SYN_CRI_0077,crime,receiving_stolen_property,High Court,Synthetic Case: Seizure of stolen solar panel equipment from a trader's shop. Trader claimed bona fide purchase without knowledge of theft. High Court evaluated purchase price disparity and lack of valid bills to establish constructive knowledge under stolen property receiving laws. Ruling: Rejected.,Rejected,True
SYN_CRI_0078,crime,assault_hurt,Supreme Court,Synthetic Case: Altercation between agricultural neighbors over irrigation water flow led to voluntary causing of hurt with blunt implements. Defense argued private defense without supporting physical evidence. Supreme Court relied on medical injury certificates and neutral eyewitness statements to assess criminal liability for hurt. Ruling: Partial.,Partial,True
SYN_CRI_0079,crime,criminal_intimidation,District Court,Synthetic Case: Complainant reported repeated verbal threats of bodily harm and destruction of standing crops made by a local moneylender during loan recovery demands. Neutral witness testimony corroborated the threats. District Court analyzed whether the acts constituted criminal intimidation intended to cause alarm. Ruling: Accepted.,Accepted,True
SYN_CRI_0080,crime,theft,High Court,Synthetic Case: Allegation of theft involving agricultural water pump machinery from a field shed. Stolen equipment was subsequently recovered from the accused's premises based on serial identification marks. High Court examined possession of stolen property and chain of custody evidence. Ruling: Rejected.,Rejected,True
SYN_CRI_0081,crime,cheating_fraud,Supreme Court,Synthetic Case: Accused collected advance cash deposits from rural youth promising guaranteed government job placements using forged sanction letters. Supreme Court reviewed financial transaction evidence and established dishonest inducement from inception under cheating provisions. Ruling: Partial.,Partial,True
SYN_CRI_0082,crime,criminal_trespass,District Court,"Synthetic Case: Accused forcibly entered fenced private farm property post-sunset following a boundary altercation, attempting to alter land boundary markers. District Court verified unauthorized physical entry with intent to commit an offense or intimidate the lawful possessor. Ruling: Accepted.",Accepted,True
SYN_CRI_0083,crime,public_nuisance,High Court,"Synthetic Case: Residents petitioned against an unauthorized stone crushing unit operating near residential dwellings, citing excessive dust and noise pollution beyond permissible health limits. High Court ordered compliance with environmental standards and public nuisance restrictions. Ruling: Rejected.",Rejected,True
SYN_CRI_0084,crime,extortion_demands,Supreme Court,Synthetic Case: Local shopkeeper filed complaint alleging monthly unlawful monetary demands under threat of business disruption by a village group. Supreme Court evaluated digital call recordings and witness testimony to affirm extortion charges. Ruling: Partial.,Partial,True
SYN_CRI_0085,crime,mischief_property_damage,District Court,"Synthetic Case: Accused intentionally breached an embankment wall during heavy rains, causing flooding and damage to complainant's standing standing crops. District Court assessed physical inspection reports establishing intentional property damage under mischief provisions. Ruling: Accepted.",Accepted,True
SYN_CRI_0086,crime,forgery_falsification_documents,High Court,Synthetic Case: Forged signature discovered on a rural land sale deed submitted for revenue registration. Forensic handwriting analysis confirmed falsification. High Court held deed void and initiated criminal proceedings for document forgery. Ruling: Rejected.,Rejected,True
SYN_CRI_0087,crime,unlawful_assembly_rioting,Supreme Court,Synthetic Case: Group altercation during village fair led to public property damage and minor injuries. Prosecution established common object of unlawful assembly. Supreme Court evaluated individual roles and witness identification. Ruling: Partial.,Partial,True
SYN_CRI_0088,crime,receiving_stolen_property,District Court,Synthetic Case: Seizure of stolen solar panel equipment from a trader's shop. Trader claimed bona fide purchase without knowledge of theft. District Court evaluated purchase price disparity and lack of valid bills to establish constructive knowledge under stolen property receiving laws. Ruling: Accepted.,Accepted,True
SYN_CRI_0089,crime,assault_hurt,High Court,Synthetic Case: Altercation between agricultural neighbors over irrigation water flow led to voluntary causing of hurt with blunt implements. Defense argued private defense without supporting physical evidence. High Court relied on medical injury certificates and neutral eyewitness statements to assess criminal liability for hurt. Ruling: Rejected.,Rejected,True
